age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
40,M,500,En Couple,1,false,3300 DB 60
28,Masculin,992,En Couple,2,false,9269 LF 86
30,M,179,En Couple,2,false,1931 BE 16
42,M,452,En Couple,2,false,7628 ON 53
75,F,433,En Couple,4,false,2195 JG 82
35,M,781,En Couple,2,false,7527 JH 63
44,F,505,En Couple,3,false,7132 EZ 37
32,M,464,Célibataire,0,false,3331 CX 16
23,M,738,En Couple,1,false,2972 FJ 16
38,F,519,En Couple,1,false,1117 MZ 54
59,F,700,En Couple,1,false,8842 CT 15
20,F,407,Célibataire,0,false,3428 MX 57
26,F,531,En Couple,2,false,5023 AS 93
37,F,941,En Couple,1,false,1594 DI 98
25,M,184,Célibataire,0,false,5219 ZK 18
59,M,432,Célibataire,0,false,7587 GG 61
56,F,579,Célibataire,0,false,8053 IJ 81
28,M,186,En Couple,0,true,933 XI 91
67,F,470,En Couple,3,false,691 WB 20
58,M,1093,Célibataire,0,false,2054 RA 87
59,M,202,En Couple,3,false,8973 ZH 18
29,M,1025,En Couple,1,false,5585 CS 71
34,M,1191,Seul,0,false,8374 VW 70
49,F,506,En Couple,0,false,9632 JF 10
24,M,706,Célibataire,0,false,4499 MV 21
34,M,575,En Couple,0,false,4354 JA 11
48,M,742,En Couple,4,false,7273 XA 14
29,F,523,En Couple,1,false,6150 JQ 90
25,F,515,En Couple,0,false,6274 CE 63
81,M,974,Seule,1,false,1262 VS 89
48,M,566,En Couple,4,false,280 BB 21
19,M,1335,En Couple,3,true,6397 ZM 18
58,F,188,En Couple,0,true,7400 JX 47
63,F,451,En Couple,0,false,5369 DY 40
64,F,1386,En Couple,1,false,2865 QE 50
74,M,585,En Couple,1,false,4937 GL 68
80,M,857,En Couple,4,true,6530 EU 54
73,M,459,En Couple,3,false,5975 UW 57
56,M,857,Célibataire,0,false,3806 LN 26
58,M,829,En Couple,0,true,3230 AJ 22
18,M,464,En Couple,2,false,7419 NX 54
44,M,543,Célibataire,0,false,7932 ND 52
23,M,208,En Couple,0,true,9822 XJ 85
51,M,446,Célibataire,0,false,2049 LW 33
18,F,535,En Couple,0,false,1792 IC 12
71,F,597,Célibataire,0,false,2718 QN 46
25,M,404,En Couple,4,false,9964 BD 92
37,M,215,En Couple,2,true,6903 LJ 56
50,M,190,En Couple,1,false,8190 GO 67
22,F,180,Seule,1,false,881 RV 79
63,M,517,Célibataire,0,false,4964 IQ 21
58,M,588,Célibataire,0,false,7411 TM 47
32,M,583,Célibataire,0,false,6224 KI 68
36,F,934,Seule,1,false,5225 MO 87
59,F,239,Seule,2,false,7044 QQ 59
44,M,411,Seule,2,false,5452 VO 96
40,F,490,En Couple,2,false,9109 KA 62
38,M,415,En Couple,2,false,3114 AV 70
74,M,404,En Couple,2,false,2201 UI 94
73,F,593,En Couple,4,false,5908 AO 33
54,M,863,En Couple,0,true,1112 AG 34
77,M,593,Célibataire,0,false,3418 YN 83
40,F,978,En Couple,2,true,3261 QB 72
37,M,462,Seule,2,false,3840 LU 17
29,M,187,En Couple,1,false,7205 WZ 60
25,M,1135,En Couple,3,false,5725 AA 38
74,M,165,Seule,1,false,6990 PD 41
43,F,1027,En Couple,2,false,86 RM 88
78,M,414,En Couple,1,true,1753 MH 84
41,M,166,Célibataire,0,false,8359 HH 89
74,M,162,N/D,3,false,3897 SG 66
24,F,1063,Célibataire,0,false,2809 YV 54
26,F,1312,En Couple,4,false,737 IW 62
21,M,1226,En Couple,2,false,4396 UV 29
24,M,571,En Couple,2,true,825 WR 51
74,M,1009,En Couple,3,false,3311 RV 33
53,M,218,En Couple,3,true,2410 BZ 75
36,M,560,Seule,2,false,3218 OX 65
56,M,442,Célibataire,0,false,2092 WC 82
78,M,549,En Couple,4,false,9082 IA 90
84,M,197,Célibataire,0,false,126 EJ 68
78,F,151,En Couple,2,false,1453 FW 40
19,M,451,Célibataire,0,false,6478 SC 65
38,M,456,En Couple,4,false,5185 WY 94
50,F,1338,En Couple,1,false,5836 YU 92
19,M,1006,En Couple,4,true,1729 XU 77
20,M,217,En Couple,1,false,1435 OO 36
47,M,756,En Couple,1,true,519 RK 68
29,F,473,En Couple,4,false,7904 PI 94
18,F,526,En Couple,1,false,7363 TT 89
19,M,245,En Couple,2,false,6097 DU 53
40,M,443,Marié(e),2,false,5538 CP 31
58,M,407,En Couple,3,false,6406 JW 50
46,M,537,En Couple,1,false,902 OQ 28
53,F,772,Seule,3,false,3946 RM 70
42,M,1333,En Couple,0,false,4388 JY 10
50,M,1377,En Couple,2,false,9514 VP 46
74,M,975,En Couple,1,true,817 ZW 78
53,M,934,En Couple,1,false,1828 LG 73
59,F,593,En Couple,3,true,3380 AN 97
29,M,192,En Couple,3,false,2282 HF 32
33,F,803,Célibataire,0,false,1351 UC 14
27,M,564,Célibataire,0,false,7164 BS 12
50,M,169,En Couple,0,false,9766 JC 28
53,M,221,Célibataire,0,false,5969 IH 12
48,F,413,Célibataire,0,false,5693 NS 81
52,M,441,En Couple,3,false,9294 EP 80
34,M,1275,Célibataire,0,false,3613 LT 18
34,M,1114,Célibataire,0,false,8476 GL 17
47,M,1200,Seule,1,false,8919 LJ 58
80,M,189,En Couple,0,false,5686 PD 34
44,M,1350,Célibataire,0,false,6703 OT 21
44,M,422,En Couple,1,false,7352 SZ 86
49,M,1195,Célibataire,0,false,8346 GR 36
22,F,540,Célibataire,0,false,9121 XE 95
49,F,830,Célibataire,0,false,463 PD 47
33,M,465,En Couple,3,false,9905 AE 31
22,F,925,Célibataire,0,false,1338 GX 44
81,Masculin,1152,Célibataire,0,false,2747 MB 95
24,M,496,En Couple,2,false,340 RO 21
29,M,523,En Couple,4,false,1699 ZR 95
42,M,1267,En Couple,2,false,4491 QH 27
63,M,152,En Couple,2,false,1201 LV 57
34,M,247,Célibataire,0,false,2320 PI 23
20,M,937,En Couple,1,false,7084 IZ 12
27,F,521,Célibataire,0,false,9843 KR 37
24,M,224,Célibataire,0,false,9904 KI 96
48,M,982,En Couple,3,false,2729 QT 86
75,M,766,En Couple,0,false,2152 RJ 72
65,M,596,En Couple,4,false,7366 UZ 78
50,M,464,En Couple,2,true,7139 SG 83
53,M,898,Seule,2,false,6003 QJ 71
75,M,501,En Couple,1,false,3714 UR 78
53,M,240,En Couple,2,false,7576 BI 34
35,M,418,En Couple,1,true,2168 JW 77
29,Homme,534,En Couple,4,false,1490 JJ 62
30,F,220,En Couple,4,false,7592 YH 72
69,M,155,En Couple,3,false,8174 PG 69
30,M,1214,En Couple,3,false,7178 CL 91
73,M,1104,En Couple,1,true,2427 YI 90
73,M,434,En Couple,3,false,1367 FL 54
28,F,778,En Couple,1,true,6588 WI 41
28,M,1146,En Couple,2,false,3128 BB 38
49,M,481,En Couple,4,true,3347 WP 55
79,M,593,En Couple,3,true,3322 ZF 10
28,F,506,Seule,3,false,2407 VD 10
28,M,487,En Couple,0,false,9787 WR 41
59,F,944,Seule,1,false,4542 FM 24
25,M,176,Célibataire,0,false,4302 FM 73
60,F,238,En Couple,3,false,1635 RE 12
35,F,183,En Couple,1,false,3635 LU 39
18,M,864,Célibataire,0,false,33 PI 51
20,M,1034,Célibataire,0,false,8991 PZ 56
23,M,542,En Couple,0,false,6565 JJ 40
36,F,578,En Couple,2,false,3146 OX 72
47,M,938,En Couple,4,false,2879 EE 42
19,M,1079,En Couple,1,false,1387 GS 68
24,M,555,En Couple,4,false,8929 FR 33
36,M,1269,En Couple,0,false,4126 GI 80
57,M,1015,En Couple,2,false,4478 IS 95
83,Homme,161,En Couple,2,false,2798 NC 32
48,M,470,Célibataire,0,false,1692 RY 41
59,M,1068,Célibataire,0,false,7402 OI 20
80,F,1112,En Couple,1,true,7026 WW 10
51,F,574,En Couple,0,false,9907 PF 54
68,M,454,En Couple,2,false,7210 VL 40
50,M,593,En Couple,0,true,1452 YA 68
44,M,550,En Couple,4,false,3023 GB 47
49,M,474,Célibataire,0,false,8473 MV 64
51,M,183,En Couple,0,false,7312 NA 76
71,M,1249,Célibataire,0,false,4240 TI 97
26,M,1062,En Couple,3,true,7547 LH 66
31,F,724,En Couple,0,false,2954 LH 86
32,M,554,Seule,2,false,7298 DV 70
51,M,225,En Couple,0,true,2994 XM 27
37,M,215,Célibataire,0,false,5209 JP 65
25,M,1221,Célibataire,0,false,1236 DM 85
35,M,788,En Couple,4,false,3125 KA 20
53,M,747,En Couple,1,false,6399 KB 30
26,M,177,En Couple,2,false,2877 PQ 97
47,M,430,En Couple,1,false,3987 EU 70
24,M,415,En Couple,4,false,1261 BS 35
61,F,539,En Couple,4,false,2451 FK 30
57,M,594,Seule,2,false,7694 IJ 41
39,F,854,En Couple,2,false,196 UR 97
36,M,220,En Couple,1,true,2863 PH 67
57,M,562,En Couple,0,false,8972 HX 22
80,F,453,En Couple,3,false,3838 VU 28
51,M,584,En Couple,0,false,3347 MQ 16
31,M,496,En Couple,0,false,6543 QO 31
30,M,209,En Couple,0,false,9396 TO 14
84,M,409,En Couple,4,true,2243 QH 21
31,M,193,Célibataire,0,false,8764 EY 36
43,M,809,En Couple,3,false,5906 FO 50
22,F,521,En Couple,2,true,5242 CP 27
19,M,875,En Couple,3,false,5953 QX 66
67,M,912,En Couple,0,true,2749 OV 70
35,M,508,En Couple,2,false,9580 XC 51
67,M,481,En Couple,3,true,4153 ID 62
59,M,519,Célibataire,0,false,8653 BX 37
67,M,749,En Couple,2,false,8817 NU 34
75,M,591,Célibataire,0,false,5650 AE 71
53,F,1021,Célibataire,0,false,3357 IN 47
19,F,423,En Couple,0,false,3034 FM 20
31,F,564,Célibataire,0,false,6198 WK 73
69,M,193,En Couple,0,false,728 WR 55
49,M,735,Célibataire,0,false,5365 WA 90
30,F,-1,Célibataire,0,false,8094 KW 74
44,F,1212,En Couple,2,false,4759 DP 67
31,M,949,Célibataire,0,false,1987 UJ 30
72,M,1200,En Couple,2,true,9435 WX 22
62,F,586,En Couple,1,false,3037 WI 38
59,F,535,Célibataire,0,false,7249 XJ 52
54,M,1332,En Couple,4,false,5159 QU 76
33,F,456,Célibataire,0,false,1260 EE 49
20,F,156,Célibataire,0,false,3292 VT 35
18,M,558,En Couple,1,false,2961 HB 23
83,F,773,En Couple,1,false,9593 YO 92
34,M,434,Célibataire,0,false,9606 CA 15
43,M,1180,Seule,1,false,718 PR 88
33,M,1362,En Couple,2,true,9859 TY 42
74,M,561,En Couple,1,false,477 QP 15
66,F,1083,En Couple,0,false,771 QB 76
82,M,572,En Couple,0,false,5465 KB 37
29,F,730,Célibataire,0,false,419 ZP 50
73,M,473,En Couple,4,false,4920 TU 77
36,F,587,Célibataire,0,false,4850 MO 66
37,M,1195,En Couple,3,false,3377 HG 22
24,F,172,En Couple,1,true,3695 ME 73
25,M,845,En Couple,0,false,7470 IP 27
51,M,715,En Couple,0,false,9294 UL 74
61,M,781,En Couple,0,false,7163 RI 61
59,Homme,945,En Couple,3,true,8659 SD 39
74,F,519, ,3,false,756 WF 90
25,F,409,En Couple,1,true,9364 DB 98
75,M,714,En Couple,1,false,9882 ZU 34
33,M,885,En Couple,1,true,4106 VG 39
29,M,238,Seule,3,false,5007 UH 34
25,M,183,En Couple,0,false,656 BU 32
47,F,586,En Couple,3,true,7268 CD 47
28,M,1162,Célibataire,0,false,2258 FF 47
18,M,924,Célibataire,0,false,4082 RE 80
27,F,578,En Couple,0,true,9007 TL 42
47,Femme,1110,Célibataire,0,false,9950 AB 46
22,M,913,En Couple,0,false,6423 BX 33
21,M,465,Célibataire,0,false,3474 XJ 94
53,M,204,Célibataire,0,false,1022 TD 64
78,F,910,En Couple,2,false,6618 PX 24
47,F,817,En Couple,3,false,7350 JZ 38
18,M,423,En Couple,3,false,6084 MM 24
39,Masculin,222,En Couple,3,true,5992 UR 79
52,M,462,En Couple,0,false,4943 EI 64
41,F,492,En Couple,0,false,5867 WZ 49
40,M,429,En Couple,3,false,6828 KE 62
68,F,474,Seule,3,false,4411 LE 21
78,M,225,Célibataire,0,false,7424 FI 72
56,F,1043,Seule,1,false,7315 PU 32
76,M,548,Célibataire,0,false,8047 GT 89
63,M,936,Célibataire,0,false,819 HP 68
37,M,232,Célibataire,0,false,2578 XA 78
24,M,507,Célibataire,0,false,9082 UJ 93
19,M,460,En Couple,4,false,6017 PS 80
28,M,161,En Couple,1,false,156 BX 11
56,M,421,Célibataire,0,false,7897 TX 71
42,M,470,En Couple,1,true,5740 AS 13
52,M,558,En Couple,0,true,3175 EI 79
43,M,548,Célibataire,0,false,1523 IJ 13
23,F,750,Seule,1,false,7611 YB 51
50,M,1130,En Couple,2,false,1271 SS 76
63,M,490,En Couple,2,false,70 JU 61
28,M,917,En Couple,0,false,5748 PD 66
40,M,1122,En Couple,3,true,811 AH 34
43,M,420,En Couple,3,false,8470 VL 82
27,M,1130,Célibataire,0,false,6993 ME 33
53,F,464,Célibataire,0,false,7340 HI 69
22,M,1015,Célibataire,0,false,9262 HQ 93
57,M,1160,En Couple,3,false,7670 QQ 75
68,M,535,En Couple,4,false,7613 VR 92
60,F,918,Célibataire,0,false,8664 EA 26
57,M,160,Célibataire,0,false,4297 MV 31
57,M,537,Célibataire,0,false,8324 DK 77
84,F,499,En Couple,1,false,8143 KV 81
58,M,449,En Couple,1,false,8867 EO 28
67,F,402,En Couple,2,false,9088 JS 34
49,M,154,En Couple,0,false,8732 NS 22
47,M,162,Célibataire,0,false,4300 XA 91
44,M,1238,Célibataire,0,false,4651 HA 17
25,M,187,Célibataire,0,false,3191 JJ 98
78,M,516,Célibataire,0,false,667 RD 71
24,M,558,En Couple,0,false,4247 NA 80
56,M,876,En Couple,2,false,6156 HU 80
47,Masculin,498,En Couple,0,false,3827 HC 28
44,M,474,En Couple,4,true,1661 BF 66
47,M,512,En Couple,3,false,6069 RO 21
71,F,479,Célibataire,0,false,1346 AW 79
24,M,437,En Couple,2,false,5193 JY 90
80,F,203,En Couple,1,false,4479 GR 35
22,M,702,En Couple,0,false,5323 MU 16
45,M,582,En Couple,2,false,602 YU 58
31,M,1126,En Couple,1,true,6812 RI 70
21,M,235,En Couple,1,false,940 KQ 54
18,F,567,Célibataire,0,false,1965 GF 36
23,Homme,1261,En Couple,0,false,112 NA 55
39,F,165,En Couple,2,false,274 BC 76
81,M,401,Célibataire,0,false,626 CI 53
20,M,520,Seule,2,false,4161 NX 31
83,M,1151,Célibataire,0,false,5841 IS 80
30,F,506,En Couple,2,false,832 OX 67
43,F,494,En Couple,2,false,6158 RR 27
42,M,1253,En Couple,3,false,89 XS 25
37,F,155,En Couple,1,false,3210 ZO 93
36,M,1395,En Couple,0,true,5976 EY 97
80,M,201,En Couple,1,false,107 LU 14
43,M,719,En Couple,2,false,4251 PO 80
42,M,436,En Couple,1,true,4887 RB 41
69,M,486,En Couple,2,false,2129 EL 58
44,M,403,Seule,3,false,3414 AQ 46
26,M,732,En Couple,3,true,9451 MC 76
18,F,419,En Couple,2,false,1076 GL 81
64,F,539,Seule,1,false,8526 BL 67
22,M,1346,En Couple,2,false,4076 CF 96
29,M,451,Célibataire,0,false,9135 TG 21
73,F,512,En Couple,1,false,9229 VY 36
29,F,205,En Couple,0,false,5988 IV 68
54,M,522,En Couple,4,false,3081 UA 57
25,M,173,En Couple,3,false,6729 LZ 19
18,M,554,En Couple,3,true,3984 FJ 92
36,F,468,En Couple,2,false,9848 PD 67
39,F,410,En Couple,-1,false,3849 TV 44
76,M,498,Seule,2,false,4847 XB 79
42,M,218,Célibataire,0,false,5946 LB 19
42,M,499,Célibataire,0,false,8862 WS 89
52,M,1209,Célibataire,0,false,202 IN 70
82,M,237,Célibataire,0,false,9046 FH 74
62,M,453,Célibataire,0,false,2885 GW 95
51,M,152,En Couple,3,true,7818 UM 83
58,M,468,En Couple,2,false,3639 KH 54
76,F,1053,En Couple,4,true,7425 PM 41
27,F,419,Célibataire,0,false,6639 TE 34
51,F,208,Célibataire,0,false,3841 XY 13
38,M,960,Célibataire,0,false,1374 ZB 80
64,M,220,Célibataire,0,false,8821 TV 36
49,M,1127,En Couple,2,false,8261 ZE 58
19,M,755,En Couple,2,true,1336 EI 97
26,M,477,Célibataire,0,false,8666 IQ 14
57,M,1220,Célibataire,0,false,8919 MO 88
31,M,899,Seule,2,false,3699 FN 94
19,M,228,En Couple,0,false,2803 YR 16
63,F,556,En Couple,4,false,488 KS 46
50,M,1237,En Couple,4,false,3708 OR 34
73,M,230,En Couple,1,false,6405 FX 87
67,M,508,En Couple,2,false,3238 VB 20
18,F,504,En Couple,4,false,2357 JO 37
26,F,171,En Couple,4,false,231 ZO 69
29,M,421,En Couple,1,true,6375 ZU 73
71,M,417,En Couple,3,false,1766 ZN 75
35,F,508,En Couple,1,false,1901 YC 91
21,M,1178,En Couple,2,true,9662 KJ 60
45,M,176,En Couple,0,false,5480 TW 97
28,F,801,Célibataire,0,false,6264 WR 45
64,F,497,En Couple,1,false,812 RS 61
36,F,507,En Couple,3,false,3524 MN 16
51,M,179,Célibataire,0,false,9714 TT 56
40,M,1261,Célibataire,0,false,4816 BQ 33
21,M,463,Célibataire,0,false,8000 PV 26
47,M,1295,Célibataire,0,false,5326 VP 55
34,M,419,En Couple,4,true,5346 DQ 27
28,F,1312,En Couple,4,false,4978 EI 25
23,M,227,Célibataire,0,false,3525 JV 57
34,M,759,En Couple,1,false,7682 MB 48
20,M,509,Célibataire,0,false,5190 HA 48
18,M,538,En Couple,0,false,4884 MY 53
50,M,486,Célibataire,0,false,4070 RX 38
32,F,211,En Couple,2,false,498 QD 65
29,F,1218,Célibataire,0,false,6360 RH 14
41,M,441,Célibataire,0,false,1688 UI 44
45,F,490,En Couple,4,false,545 WE 72
68,F,225,En Couple,0,false,4292 OG 58
59,F,406,En Couple,0,false,6775 HG 18
25,M,1394,Célibataire,0,false,2149 MN 85
40,M,709,Célibataire,0,false,6739 AP 31
53,M,441,En Couple,4,false,2253 IN 42
29,M,509,Célibataire,0,false,4510 IX 57
39,M,498,En Couple,2,false,1023 GN 54
20,M,493,Célibataire,0,false,2262 NV 91
61,M,181,Célibataire,0,false,2208 YJ 96
21,M,552,Célibataire,0,false,2490 ZP 45
26,M,1146,En Couple,2,false,1065 OP 47
25,M,238,Célibataire,0,false,6074 UA 35
48,F,918,En Couple,1,false,9747 GN 87
36,F,191,En Couple,0,false,2951 QU 90
55,M,761,N/D,0,false,9449 ML 44
48,M,469,En Couple,1,false,7384 HI 17
75,F,1009,En Couple,2,true,7913 YR 69
22,M,900,Célibataire,0,false,4899 VC 98
79,F,167,Célibataire,0,false,9715 PQ 76
82,M,235,Célibataire,0,false,319 ZN 32
43,F,599,Célibataire,0,false,5735 QP 77
21,M,549,En Couple,0,true,7992 PN 42
18,F,541,En Couple,4,false,2507 IO 55
39,F,416,Seule,-1,false,1770 EB 92
61,M,168,Célibataire,0,false,9187 NT 91
31,M,486,En Couple,1,false,6277 FZ 47
24,M,453,Célibataire,0,false,3078 CF 66
68,F,165,En Couple,3,false,7927 XB 74
73,M,158,Célibataire,0,false,4063 AB 44
29,M,497,En Couple,1,false,6884 YC 26
32,M,213,En Couple,1,false,7929 SE 51
65,M,713,Seule,1,false,7233 OT 37
29,M,1290,Célibataire,0,false,2690 EK 90
43,F,714,En Couple,2,false,8132 HO 64
28,M,1041,En Couple,4,false,520 NI 43
20,M,456,Célibataire,0,false,6822 DK 73
66,F,524,En Couple,2,false,1982 LL 48
22,M,215,Célibataire,0,false,2896 AL 26
32,M,1201,En Couple,2,false,5528 MM 22
79,M,587,En Couple,0,false,369 FJ 38
59,M,450,Célibataire,0,false,250 RK 31
40,M,1297,En Couple,4,false,2693 MW 82
26,M,1083,En Couple,1,false,828 YB 22
21,F,1006,Célibataire,0,false,4479 FO 95
34,F,1363,Seule,3,false,3976 WD 66
24,M,513,Célibataire,0,false,6656 VZ 83
44,M,1183,En Couple,3,false,5674 FU 29
19,M,1333,Célibataire,0,false,5820 BK 39
44,M,1351,En Couple,2,true,5551 JF 28
25,F,475,En Couple,4,false,8748 AZ 51
70,M,453,En Couple,1,false,4182 ML 96
33,M,786,Célibataire,0,false,9958 RX 32
53,M,887,Célibataire,0,false,4065 PR 96
49,F,578,Célibataire,0,false,9366 DQ 57
24,F,763,En Couple,0,true,3732 HG 81
24,F,704,Célibataire,0,false,9577 HY 48
23,F,433,En Couple,0,false,5749 SG 73
39,F,560,En Couple,?,false,2972 PT 29
42,F,1118,Célibataire,0,false,9914 UP 82
27,F,1375,En Couple,3,true,2032 QT 22
69,M,221,En Couple,3,false,6781 QF 85
50,F,577,En Couple,0,false,7705 TW 41
45,M,408,En Couple,4,false,5787 VR 20
52,M,821,Célibataire,0,false,7642 LK 35
19,F,172,En Couple,1,false,2672 UY 39
48,F,489,En Couple,3,false,9514 SS 37
55,M,565,Célibataire,0,false,6476 HX 38
66,F,578,Célibataire,0,false,2097 KW 70
26,M,1144,Célibataire,0,false,2160 OB 83
39,M,547,Célibataire,0,false,5179 LL 27
23,M,152,En Couple,2,false,2897 IO 39
51,M,483,En Couple,0,false,4739 HD 62
32,F,852,Célibataire,0,false,2596 FY 55
27,M,873,Seule,1,false,7513 AS 29
25,M,448,En Couple,2,false,1103 LU 52
37,M,551,En Couple,4,false,9532 ZU 17
26,M,574,En Couple,4,false,9406 IM 39
51,M,562,Célibataire,0,false,8816 LC 82
57,M,168,Célibataire,0,false,8667 WZ 11
66,M,491,Célibataire,0,false,2985 ON 57
33,M,554,Célibataire,0,false,7365 TX 76
32,M,246,Célibataire,0,false,3358 VC 63
68,F,1081,Célibataire,0,false,6025 UD 30
26,M,566,Célibataire,0,false,9958 PS 25
20,M,243,En Couple,1,false,923 UA 68
50,M,-1,En Couple,1,false,5837 KJ 95
76,M,526,En Couple,1,true,7102 GR 20
49,M,154,En Couple,1,false,5872 FG 11
50,F,230,Célibataire,0,false,6791 WL 42
25,M,749,En Couple,3,true,2764 PB 49
50,M,1254,En Couple,4,false,8957 PX 71
25,M,168,En Couple,2,true,7010 WQ 22
26,M,538,En Couple,1,false,427 TF 51
61,F,535,Célibataire,0,false,3078 RS 26
29,M,1163,En Couple,0,false,9180 MF 23
26,M,459,En Couple,0,false,6939 GK 92
52,F,223,Célibataire,0,false,5230 IX 89
47,M,567,En Couple,1,false,3816 FA 30
40,F,1215,En Couple,3,true,8383 DB 89
50,F,493,En Couple,4,false,405 CS 74
32,F,?,En Couple,2,false,6963 WE 10
47,M,538,En Couple,1,false,1806 WW 88
46,M,1365,Célibataire,0,false,6075 CO 90
22,M,470,En Couple,4,false,110 JT 23
58,M,541,En Couple,3,false,4846 BQ 33
41,F,196,En Couple,4,false,2661 TH 15
80,M,464,En Couple,0,true,1236 CD 33
80,Homme,479,En Couple,0,true,3187 OB 66
28,F,588,En Couple,0,false,1109 JM 70
21,F,1262,Célibataire,0,false,3401 TN 93
26,M,413,Célibataire,0,false,6622 EN 14
49,F,447,Célibataire,0,false,8238 HU 69
50,F,179,Célibataire,0,false,7515 VA 79
44,M,501,En Couple,1,true,1928 JC 16
47,M,406,En Couple,4,true,4542 KB 54
81,M,1355,En Couple,3,false,7022 GC 46
70,M,568,En Couple,2,false,5334 CZ 78
32,M,536,En Couple,4,true,5021 VB 68
19,F,533,En Couple,3,false,6840 UI 36
28,M,1157,Seule,3,false,9791 IR 88
27,M,228,En Couple,4,true,7194 RC 73
26,F,509,En Couple,4,false,2740 OB 62
81,M,518,En Couple,1,false,5698 CK 22
46,M,1143,En Couple,0,false,4797 YC 14
32,F,1201,Seule,2,false,1946 AA 34
33,F,452,Célibataire,0,false,4363 WZ 15
56,M,559,Célibataire,0,false,63 UV 37
78,M,516,Seule,1,false,4564 KX 73
19,F,506,En Couple,0,false,8093 BN 98
49,M,554,Célibataire,0,false,2158 TW 93
46,F,1351,En Couple,3,false,484 PD 31
18,M,837,Célibataire,0,false,6786 BV 53
20,M,1269,Célibataire,0,false,5190 IC 49
20,M,151,En Couple,1,false,5241 VB 82
20,M,433,En Couple,4,true,3701 JN 71
43,M,959,En Couple,0,false,7666 SE 79
21,M,761,En Couple,0,false,617 AP 19
28,F,205,Célibataire,0,false,2458 AR 69
82,M,953,Célibataire,0,false,6872 FV 12
37,M,478,Célibataire,0,false,481 TA 71
25,Masculin,558,En Couple,3,false,2828 KW 82
57,M,1042,En Couple,1,false,9547 TJ 54
29,M,1309,Célibataire,0,false,3792 CB 70
67,M,703,En Couple,2,false,5100 ZI 12
30,M,1195,En Couple,0,false,7698 PP 52
24,F,164,Célibataire,0,false,5707 LG 87
61,M,497,En Couple,4,true,1170 VV 29
31,M,1149,En Couple,0,false,3055 QQ 81
40,F,402,En Couple,2,false,5393 ZP 15
20,M,1160,En Couple,4,false,9204 DM 89
23,M,1103,Célibataire,0,false,7251 WS 88
40,M,453,En Couple,0,false,9511 ZS 72
38,M,457,Célibataire,0,false,4301 WY 13
41,M,419,En Couple,1,true,9365 ZA 81
61,M,493,En Couple,1,false,8198 CP 70
22,F,955,En Couple,2,false,1120 ND 25
83,M,523,Seule,2,false,4106 VX 15
64,F,1055,En Couple,1,false,6153 EU 83
23,M,169,Célibataire,0,false,8130 JJ 57
69,M,560,En Couple,1,false,3062 IC 38
28,F,940,En Couple,0,false,28 BM 95
44,M,530,En Couple,4,true,2717 SV 13
74,M,159,En Couple,3,false,3673 MT 65
73,F,1069,Seule,3,false,4071 ZK 94
29,F,401,En Couple,1,false,105 LS 54
32,F,1001,En Couple,3,false,7038 NZ 16
20,F,1322,Célibataire,0,false,2528 NQ 43
48,M,1111,En Couple,4,false,8462 LO 22
70,F,439,En Couple,4,false,7733 ZK 44
27,M,437,En Couple,4,false,2311 FB 57
45,M,445,En Couple,1,false,8861 UW 21
57,M,1070,Célibataire,0,false,9192 FU 97
82,F,1300,En Couple,1,false,5875 MZ 27
38,M,539,En Couple,0,true,8629 VO 37
80,M,429,En Couple,4,false,2099 YQ 53
30,M,409,Marié(e),1,false,6434 MS 74
33,M,562,Célibataire,0,false,7802 ZJ 59
37,M,491,En Couple,0,true,8358 KZ 74
29,M,209,Célibataire,0,false,2983 IQ 82
50,F,228,En Couple,1,false,9528 EI 44
41,M,788,En Couple,3,true,7165 SG 79
55,M,507,En Couple,4,false,6885 BD 28
18,M,413,En Couple,1,false,5262 DU 24
26,M,532,Célibataire,0,false,3911 QY 50
47,M,172,En Couple,4,false,2225 MV 72
19,M,947,En Couple,1,false,6494 FH 95
19,M,1352,En Couple,3,false,7756 KP 62
19,M,1150,Célibataire,0,false,7163 QE 19
36,F,501,En Couple,1,false,5337 UH 29
81,M,248,En Couple,1,false,6048 QK 24
41,M,211,En Couple,0,false,3365 XI 32
59,F,580,En Couple,0,false,3265 QB 44
57,?,546,Seule,2,false,9740 YL 58
53,F,1247,En Couple,2,false,501 FJ 30
